,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,0,0,0,0,0,0,0.551094952,30.11444979,120.0802766,691.2699841,1098.972816,1575.460473,1269.848778,1585.519233,1488.730619,854.7124537,517.854387,507.8219521,171.6526651,105.2071492,0,0,0,0
scen2,0,0,0,0,0,0,0.097860969,23.5073769,94.2420952,454.4988511,1154.898024,1484.574968,1123.851597,1513.510971,1316.445543,919.8519727,722.7345571,450.7630046,202.7891557,116.6960586,0,0,0,0
scen3,0,0,0,0,0,0,0.298296163,23.18278306,135.1633283,582.9255727,1181.267612,1323.596583,1212.740221,1512.615734,1133.939686,856.3432944,744.3713199,507.907887,202.7684645,112.2493956,0,0,0,0
scen4,0,0,0,0,0,0,0,20.81753848,118.0089214,530.811847,1112.814636,1174.247324,1111.523819,1407.20659,1024.642303,913.6649287,777.5626318,499.8203763,202.4377508,112.8866851,0,0,0,0
scen5,0,0,0,0,0,0,0,18.30303642,149.1069089,599.6877681,1014.529649,990.9065276,1087.289028,1353.833987,1131.841902,897.4016954,786.454615,499.3534242,189.6167166,119.6906732,0,0,0,0
scen6,0,0,0,0,0,0,0.024350152,23.32172996,142.1913056,660.473215,1076.848792,1046.630615,1068.602705,1300.410789,1089.361264,920.9926677,747.6720883,489.291769,182.4714781,114.1874372,0,0,0,0
scen7,0,0,0,0,0,0,0.516686896,25.39774421,145.5081412,581.2356595,1090.578538,1017.867834,973.2467746,1169.289761,1119.167645,1039.960526,722.4390023,482.116166,181.7195784,122.2308045,0,0,0,0
scen8,0,0,0,0,0,0,0.960890298,19.57688388,138.3540916,632.0610566,1069.991976,788.3491235,905.4976428,1153.223374,1216.121082,1097.750801,738.7228156,450.7352883,179.7646063,117.721577,0,0,0,0
scen9,0,0,0,0,0,0,0.953241464,18.99564982,173.7054359,655.6528468,1177.218996,862.0782713,989.1455927,1183.807271,1285.894433,1098.933021,802.2607569,463.5501153,181.8765672,118.0937566,0,0,0,0
scen10,0,0,0,0,0,0,1.581936985,18.51267847,160.7729821,775.8390281,1197.668317,925.4180391,1135.048131,1141.8669,1152.45948,1025.787772,770.4283376,458.0305751,193.6305654,112.8692628,0,0,0,0
