 ,value
scen167,1
scen794,1
scen676,1
scen448,1
scen114,1
scen314,1
scen405,1
scen653,1
scen335,1
scen432,1
scen627,1
scen88,1
scen462,1
scen878,1
scen708,1
scen427,1
scen282,1
scen328,1
scen136,1
scen303,1
scen240,1
scen672,1
scen305,1
scen651,1
scen252,1
scen545,1
scen382,1
scen569,1
scen359,1
scen828,1
scen295,1
scen764,1
scen704,1
scen257,1
scen148,1
scen473,1
scen468,1
scen437,1
scen747,1
scen507,1
scen749,1
scen499,1
scen647,1
scen859,1
scen486,1
scen133,1
scen334,1
scen155,1
scen243,1
scen753,1
scen725,1
scen881,1
scen256,1
scen561,1
scen572,1
scen189,1
scen156,1
scen748,1
scen332,1
scen648,1
scen50,1
scen349,1
scen211,1
scen577,0
scen553,0
scen698,0
scen543,0
scen691,0
scen16,0
scen192,0
scen817,0
scen172,0
scen454,0
scen18,0
scen650,0
scen304,0
scen590,0
scen573,0
scen199,0
scen770,0
scen376,0
scen138,0
scen116,0
scen127,0
scen487,0
scen728,0
scen872,0
scen732,0
scen353,0
scen605,0
scen381,0
scen366,0
scen589,0
scen261,0
scen788,0
scen765,0
scen656,0
scen264,0
scen322,0
scen234,0
scen680,0
scen434,0
scen643,0
scen726,0
scen578,0
scen731,0
scen763,0
scen520,0
scen481,0
scen130,0
scen10,0
scen392,0
scen86,0
scen411,0
scen309,0
scen207,0
scen184,0
scen874,0
scen71,0
scen496,0
scen663,0
scen430,0
scen492,0
scen884,0
scen340,0
scen57,0
scen228,0
scen263,0
scen740,0
scen810,0
scen494,0
scen843,0
scen785,0
scen94,0
scen97,0
scen805,0
scen868,0
scen30,0
scen163,0
scen208,0
scen25,0
scen418,0
scen796,0
scen685,0
scen667,0
scen453,0
scen591,0
scen488,0
scen268,0
scen870,0
scen188,0
scen803,0
scen562,0
scen554,0
scen758,0
scen363,0
scen847,0
scen516,0
scen47,0
scen387,0
scen70,0
scen69,0
scen270,0
scen75,0
scen168,0
